,review_10,review_9or10,review_scores_value,superhost,host_days,host_days,response_rate,host_listings_count,host_verifications,host_pic,id_verified,neighbourhood_cleansed,borough,property_type,room_type,accommodates,bathrooms,bedrooms,beds,real_bed,amenities,price,sec_dep,cleaning_fee,extra_people,guests_included,minimum_nights,maximum_nights,number_of_reviews,instant_bookable,business_travel_ready,cancellation_policy,lat,lon,galleries,rats
7511,1,1,10,1,109.0,109.0,100,8.0,6,1,0,Bedford-Stuyvesant,Brooklyn,Townhouse,Private room,2,1.0,1.0,1.0,1,32,85,150.0,28.0,18,1,1,60,1,0,0,moderate,40.68926,-73.92641,3,22526
7512,0,1,9,1,2381.0,2381.0,100,2.0,5,1,1,Morningside Heights,Manhattan,Apartment,Private room,2,1.0,1.0,1.0,1,24,90,100.0,25.0,25,1,3,1125,14,0,0,strict_14_with_grace_period,40.80468,-73.9645,4,10087
7513,1,1,10,0,849.0,849.0,83,5.0,4,1,0,Hell's Kitchen,Manhattan,Apartment,Entire home/apt,4,1.0,1.0,1.0,1,19,207,0.0,175.0,0,1,30,1125,1,1,0,moderate,40.76034,-73.99706,4,2527
7514,1,1,10,0,2455.0,2455.0,100,0.0,6,1,1,Crown Heights,Brooklyn,Apartment,Private room,1,1.0,1.0,1.0,1,16,165,0.0,50.0,0,1,3,33,2,1,0,flexible,40.67719,-73.9593,1,9933
7515,0,1,9,0,1274.0,1274.0,100,0.0,6,1,0,Williamsburg,Brooklyn,Condominium,Entire home/apt,4,1.0,1.0,2.0,1,13,300,0.0,100.0,40,2,2,1125,3,0,0,strict_14_with_grace_period,40.71189,-73.94971,12,8434
7516,0,1,9,0,168.0,168.0,100,2.0,1,1,0,Midtown,Manhattan,Apartment,Entire home/apt,8,2.0,3.0,4.0,1,29,550,500.0,250.0,100,6,3,1125,7,1,0,moderate,40.75621,-73.966,69,1100
7517,1,1,10,0,1025.0,1025.0,100,1.0,2,1,0,Bedford-Stuyvesant,Brooklyn,Condominium,Private room,2,1.0,1.0,1.0,1,18,90,100.0,40.0,25,1,1,14,13,1,0,strict_14_with_grace_period,40.68529,-73.92793,3,22526
7518,0,1,9,0,110.0,110.0,100,0.0,6,1,0,Upper West Side,Manhattan,Condominium,Entire home/apt,5,1.5,2.0,2.0,1,15,339,250.0,99.0,23,3,5,999,4,1,0,flexible,40.80259,-73.96568,4,10087
7519,0,1,9,0,1894.0,1894.0,100,2.0,7,1,1,Bushwick,Brooklyn,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,49,110,100.0,85.0,10,1,1,1125,6,0,0,flexible,40.70269,-73.9289,1,16550
7520,1,1,10,0,1874.0,1874.0,100,0.0,5,1,1,East Harlem,Manhattan,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,17,139,150.0,50.0,0,1,5,14,1,0,0,moderate,40.79422,-73.94999,3,9588
7521,0,1,9,0,1666.0,1666.0,100,1.0,4,1,0,Sunnyside,Queens,Apartment,Private room,4,1.0,1.0,0.0,1,13,75,100.0,20.0,15,2,1,1125,13,1,0,flexible,40.73746,-73.92006,1,4280
7522,1,1,10,0,2767.0,2767.0,100,0.0,6,1,0,Clinton Hill,Brooklyn,House,Entire home/apt,4,1.0,1.0,1.0,1,14,135,200.0,100.0,50,1,3,30,9,0,0,moderate,40.68694,-73.96082,1,9933
7523,0,0,8,0,95.0,95.0,100,0.0,5,1,0,Ridgewood,Queens,Apartment,Entire home/apt,4,1.0,2.0,3.0,1,14,150,0.0,80.0,20,3,7,1125,2,1,0,flexible,40.70982,-73.91403,1,10885
7524,1,1,10,0,95.0,95.0,100,0.0,6,1,0,Chelsea,Manhattan,Apartment,Entire home/apt,8,1.5,4.0,6.0,1,30,749,500.0,250.0,30,4,5,1125,6,1,0,strict_14_with_grace_period,40.74525,-73.99199,117,1511
7525,1,1,10,0,95.0,95.0,100,0.0,2,1,0,Clinton Hill,Brooklyn,Apartment,Entire home/apt,4,1.0,1.0,2.0,1,26,115,200.0,85.0,5,2,2,45,9,0,0,moderate,40.68205,-73.96323,1,9933
7526,0,1,9,0,97.0,97.0,94,0.0,6,1,0,Harlem,Manhattan,Apartment,Entire home/apt,6,1.0,2.0,5.0,1,9,325,150.0,150.0,0,1,3,1125,9,1,0,flexible,40.79945,-73.95379,2,5215
7527,1,1,10,0,95.0,95.0,100,0.0,3,1,0,Ridgewood,Queens,Apartment,Entire home/apt,4,1.0,2.0,3.0,1,14,150,0.0,80.0,20,3,7,1125,1,0,0,flexible,40.70712,-73.91422,1,10885
7528,1,1,10,0,1733.0,1733.0,100,1.0,5,1,1,Upper East Side,Manhattan,Apartment,Entire home/apt,5,2.0,1.0,2.0,1,20,450,1000.0,150.0,50,4,5,1125,2,0,0,strict_14_with_grace_period,40.77598,-73.95556,23,4175
7529,0,1,9,0,496.0,496.0,100,0.0,4,1,0,Chinatown,Manhattan,Apartment,Entire home/apt,4,1.0,2.0,2.0,1,30,350,0.0,120.0,0,1,3,1125,10,1,0,strict_14_with_grace_period,40.71681,-73.99457,20,11023
7530,1,1,10,0,173.0,173.0,90,0.0,4,1,1,Westerleigh,Staten Island,Apartment,Entire home/apt,3,1.0,1.0,2.0,1,30,79,250.0,45.0,50,3,1,365,14,0,0,moderate,40.6166,-74.14392,1,2381
7531,0,0,8,0,94.0,94.0,100,0.0,1,1,0,Ridgewood,Queens,Apartment,Entire home/apt,4,1.0,2.0,4.0,1,14,150,0.0,80.0,20,3,7,1125,1,1,0,flexible,40.70893,-73.91561,1,10885
7532,0,0,6,0,94.0,94.0,100,2.0,6,1,0,Gravesend,Brooklyn,House,Private room,2,1.5,1.0,1.0,1,20,85,0.0,50.0,50,2,2,1125,1,1,0,flexible,40.59969,-73.98406,1,632
7533,0,0,4,0,883.0,883.0,83,12.0,2,1,0,East Elmhurst,Queens,Apartment,Shared room,1,1.0,1.0,1.0,1,8,42,0.0,15.0,0,1,1,1125,1,0,0,strict_14_with_grace_period,40.76657,-73.87683,1,784
7534,1,1,10,1,1060.0,1060.0,100,2.0,6,1,0,East Elmhurst,Queens,House,Entire home/apt,6,1.0,3.0,3.0,1,13,159,0.0,80.0,35,7,4,90,1,0,0,flexible,40.76235,-73.86208,1,784
7535,0,1,9,0,1444.0,1444.0,100,0.0,5,1,0,Upper West Side,Manhattan,Apartment,Private room,2,1.0,1.0,1.0,1,14,70,0.0,15.0,0,1,2,8,3,0,0,strict_14_with_grace_period,40.79922,-73.96074,4,10087
7536,0,1,9,0,94.0,94.0,100,0.0,6,1,0,Hell's Kitchen,Manhattan,Apartment,Entire home/apt,6,1.5,2.0,2.0,1,14,340,0.0,110.0,30,2,2,1125,9,1,0,strict_14_with_grace_period,40.76982,-73.99079,49,2613
7537,0,1,9,0,899.0,899.0,100,0.0,6,1,0,Midtown,Manhattan,Apartment,Entire home/apt,5,1.0,1.0,4.0,1,12,300,100.0,100.0,0,1,3,1125,9,1,0,strict_14_with_grace_period,40.75197,-73.97052,8,332
7538,0,1,9,0,94.0,94.0,100,1.0,7,1,0,Midtown,Manhattan,Apartment,Entire home/apt,8,2.0,2.0,4.0,1,17,388,800.0,180.0,30,4,3,1125,14,1,0,strict_14_with_grace_period,40.74396,-73.98188,11,1801
7539,0,1,9,0,94.0,94.0,100,1.0,6,1,0,Washington Heights,Manhattan,Apartment,Entire home/apt,5,1.0,1.0,1.0,1,39,100,0.0,45.0,15,2,1,30,15,1,0,strict_14_with_grace_period,40.85326,-73.92953,2,5153
7540,1,1,10,0,1481.0,1481.0,90,0.0,6,1,0,SoHo,Manhattan,Apartment,Entire home/apt,1,1.0,1.0,1.0,1,13,120,0.0,25.0,0,1,2,1125,6,0,0,strict_14_with_grace_period,40.7271,-74.00169,68,3308
7541,0,1,9,0,94.0,94.0,100,18.0,6,1,1,Astoria,Queens,Condominium,Private room,2,1.0,1.0,1.0,1,35,99,100.0,30.0,0,1,1,1125,9,0,0,moderate,40.76676,-73.92315,1,719
7542,0,1,9,0,93.0,93.0,100,0.0,2,1,0,East Harlem,Manhattan,Apartment,Entire home/apt,4,1.0,1.0,2.0,1,16,180,500.0,80.0,50,2,1,1125,12,1,0,flexible,40.79319,-73.9437,3,9588
7543,0,0,7,0,2274.0,2274.0,90,0.0,10,1,0,Chelsea,Manhattan,Loft,Entire home/apt,5,1.0,2.0,4.0,1,39,400,0.0,150.0,0,1,4,1125,5,0,0,strict_14_with_grace_period,40.73724,-73.99556,102,4290
7544,1,1,10,0,93.0,93.0,100,0.0,6,1,1,Crown Heights,Brooklyn,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,10,53,0.0,40.0,0,1,2,5,5,1,0,strict_14_with_grace_period,40.67198,-73.95765,1,9933
7545,0,1,9,0,93.0,93.0,100,1.0,6,1,0,Midtown,Manhattan,Apartment,Entire home/apt,3,1.0,0.0,2.0,1,10,190,0.0,80.0,0,1,2,1125,14,1,0,flexible,40.75387,-73.97449,8,332
7546,0,1,9,0,1279.0,1279.0,100,3.0,7,1,1,Long Island City,Queens,Villa,Private room,3,1.0,1.0,2.0,1,17,80,0.0,27.0,30,3,1,30,8,1,0,strict_14_with_grace_period,40.75853,-73.92835,1,1499
7547,1,1,10,0,2153.0,2153.0,100,1.0,10,1,1,Chelsea,Manhattan,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,29,181,0.0,80.0,0,1,2,1125,1,1,0,moderate,40.74277,-74.00138,102,4290
7548,0,1,9,0,1654.0,1654.0,100,2.0,4,1,1,Hell's Kitchen,Manhattan,Apartment,Private room,2,1.0,1.0,1.0,1,27,130,150.0,40.0,60,2,2,1125,7,0,0,strict_14_with_grace_period,40.76364,-73.99365,4,2527
7549,0,0,8,0,2405.0,2405.0,100,1.0,8,1,0,Bushwick,Brooklyn,Apartment,Private room,2,1.0,1.0,1.0,1,19,70,0.0,15.0,10,1,1,1125,3,1,0,flexible,40.68696,-73.91547,3,22526
7550,1,1,10,0,2665.0,2665.0,100,0.0,4,1,0,Hell's Kitchen,Manhattan,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,28,199,200.0,60.0,0,1,3,45,12,1,0,moderate,40.76199,-73.99213,4,2527
7551,0,0,6,0,114.0,114.0,100,2.0,6,1,0,Bedford-Stuyvesant,Brooklyn,House,Shared room,3,2.0,1.0,3.0,1,18,29,0.0,30.0,32,1,30,1125,2,1,0,strict_14_with_grace_period,40.69142,-73.94202,3,22526
7552,1,1,10,0,166.0,166.0,100,1.0,6,1,0,Hell's Kitchen,Manhattan,Apartment,Entire home/apt,6,1.0,2.0,3.0,1,32,550,200.0,100.0,50,5,3,1125,9,1,0,strict_14_with_grace_period,40.76561,-73.98747,49,2613
7553,0,1,9,0,1585.0,1585.0,100,1.0,8,1,0,Jamaica,Queens,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,22,100,0.0,20.0,10,1,1,1125,16,0,0,flexible,40.69279,-73.78351,1,3026
7554,0,1,9,0,2129.0,2129.0,88,0.0,4,1,1,Harlem,Manhattan,Apartment,Private room,1,1.0,1.0,1.0,1,15,70,0.0,100.0,0,1,1,30,3,0,0,strict_14_with_grace_period,40.81412,-73.95129,4,8624
7555,1,1,10,0,157.0,157.0,100,0.0,6,1,0,Hell's Kitchen,Manhattan,Apartment,Entire home/apt,7,1.0,3.0,4.0,1,19,375,0.0,125.0,12,2,3,1125,10,1,0,strict_14_with_grace_period,40.76043,-73.99024,4,2527
7556,1,1,10,0,92.0,92.0,100,1.0,6,1,0,Sunset Park,Brooklyn,Apartment,Entire home/apt,8,1.0,2.0,2.0,1,17,223,200.0,125.0,25,6,3,1125,5,0,0,moderate,40.66345,-73.99109,3,4391
7557,1,1,10,0,828.0,828.0,90,1.0,7,1,0,Mill Basin,Brooklyn,Apartment,Private room,2,1.0,1.0,1.0,1,17,60,0.0,20.0,10,1,1,1125,1,0,0,flexible,40.6117,-73.91956,3,1057
7558,1,1,10,0,2437.0,2437.0,100,3.0,6,1,0,Harlem,Manhattan,Apartment,Private room,3,1.0,1.0,2.0,1,35,75,0.0,80.0,39,2,4,29,8,1,0,flexible,40.80103,-73.9534,2,5215
7559,1,1,10,0,1835.0,1835.0,86,1.0,4,1,0,Williamsburg,Brooklyn,Apartment,Entire home/apt,3,1.0,1.0,2.0,1,22,160,0.0,70.0,0,1,2,1125,7,1,0,moderate,40.70756,-73.96376,12,8434
7560,1,1,10,0,1020.0,1020.0,100,0.0,2,1,0,Bensonhurst,Brooklyn,Apartment,Private room,2,1.0,1.0,1.0,1,19,35,0.0,0.0,51,1,1,30,18,1,0,flexible,40.61201,-73.98834,1,482
7561,0,1,9,0,1762.0,1762.0,99,19.0,7,1,0,Gravesend,Brooklyn,Apartment,Shared room,1,1.0,1.0,3.0,1,27,17,0.0,50.0,0,1,5,365,9,1,0,strict_14_with_grace_period,40.58502,-73.97079,1,632
7562,1,1,10,0,2437.0,2437.0,100,3.0,6,1,0,Harlem,Manhattan,Apartment,Private room,3,1.0,1.0,2.0,1,28,70,0.0,60.0,29,2,4,1125,13,1,0,flexible,40.80043,-73.95378,2,5215
7563,1,1,10,0,1045.0,1045.0,100,1.0,7,1,1,West Village,Manhattan,Apartment,Entire home/apt,4,1.0,1.0,2.0,1,37,207,0.0,125.0,35,2,1,1125,8,1,0,moderate,40.7363,-74.00716,22,4471
7564,1,1,10,0,644.0,644.0,100,1.0,8,1,0,Midtown,Manhattan,Apartment,Shared room,2,1.0,1.0,1.0,1,14,229,0.0,50.0,25,2,4,1125,2,0,0,flexible,40.76315,-73.97649,49,2613
7565,0,1,9,0,94.0,94.0,100,18.0,6,1,1,Astoria,Queens,Condominium,Private room,2,1.0,1.0,1.0,1,33,63,100.0,25.0,0,1,1,1125,8,0,0,moderate,40.76719,-73.92378,1,719
7566,1,1,10,0,991.0,991.0,100,0.0,2,1,0,Tompkinsville,Staten Island,House,Private room,2,1.0,1.0,1.0,1,12,69,100.0,35.0,10,2,1,1125,7,0,0,strict_14_with_grace_period,40.62962,-74.08614,1,3785
7567,1,1,10,0,2487.0,2487.0,100,1.0,7,1,1,Theater District,Manhattan,Condominium,Entire home/apt,4,1.0,0.0,2.0,1,35,500,0.0,335.0,0,1,21,1125,4,0,0,strict_14_with_grace_period,40.7621,-73.98232,49,2613
7568,1,1,10,1,424.0,424.0,99,311.0,4,1,0,Financial District,Manhattan,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,33,117,400.0,120.0,5,2,2,1125,1,1,0,strict_14_with_grace_period,40.70691,-74.00567,8,2084
7569,1,1,10,1,424.0,424.0,99,311.0,4,1,0,Financial District,Manhattan,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,33,135,400.0,120.0,5,2,2,1125,2,1,0,strict_14_with_grace_period,40.70684,-74.00512,8,2084
7570,0,0,8,1,424.0,424.0,99,311.0,4,1,0,Financial District,Manhattan,Apartment,Entire home/apt,4,1.0,1.0,2.0,1,33,190,400.0,120.0,5,2,2,1125,4,1,0,strict_14_with_grace_period,40.70656,-74.00642,8,2084
7571,0,1,9,1,424.0,424.0,99,311.0,4,1,0,Financial District,Manhattan,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,33,125,400.0,120.0,5,2,2,1125,3,1,0,strict_14_with_grace_period,40.70788,-74.00665,8,2084
7572,1,1,10,1,424.0,424.0,99,311.0,4,1,0,Financial District,Manhattan,Apartment,Entire home/apt,4,1.0,1.0,2.0,1,33,182,400.0,120.0,5,2,2,1125,1,1,0,strict_14_with_grace_period,40.70772,-74.00619,8,2084
7573,0,0,8,1,424.0,424.0,99,311.0,4,1,0,Financial District,Manhattan,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,33,136,400.0,126.0,5,2,2,1125,1,1,0,strict_14_with_grace_period,40.70855,-74.00641,8,2084
7574,0,1,9,0,94.0,94.0,100,18.0,6,1,1,Astoria,Queens,Condominium,Private room,2,1.0,1.0,1.0,1,33,78,100.0,25.0,0,1,1,1125,14,0,0,moderate,40.76665,-73.92507,1,719
7575,1,1,10,0,2855.0,2855.0,100,2.0,5,1,1,Lower East Side,Manhattan,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,9,249,450.0,150.0,0,1,3,1125,3,0,0,flexible,40.71247,-73.98936,20,11023
7576,0,0,8,0,94.0,94.0,100,18.0,6,1,1,Astoria,Queens,Condominium,Private room,2,1.0,1.0,1.0,1,33,78,100.0,25.0,0,1,1,1125,5,0,0,moderate,40.76853,-73.9247,1,719
7577,1,1,10,0,92.0,92.0,100,0.0,6,1,0,Hell's Kitchen,Manhattan,Apartment,Entire home/apt,4,1.0,1.0,1.0,1,16,211,0.0,115.0,12,1,3,1125,11,1,0,strict_14_with_grace_period,40.76024,-73.98982,4,2527
7578,1,1,10,0,91.0,91.0,90,0.0,2,1,0,Harlem,Manhattan,Apartment,Entire home/apt,5,1.0,2.0,3.0,1,11,75,0.0,15.0,0,2,3,21,7,0,0,strict_14_with_grace_period,40.81344,-73.94631,4,8624
7579,1,1,10,0,1452.0,1452.0,100,2.0,4,1,1,Upper West Side,Manhattan,Townhouse,Private room,1,1.0,1.0,1.0,1,21,99,0.0,22.0,45,1,2,14,6,0,0,strict_14_with_grace_period,40.78101,-73.97853,17,8021
7580,1,1,10,0,94.0,94.0,100,18.0,6,1,1,Astoria,Queens,Condominium,Private room,2,1.0,1.0,1.0,1,38,99,100.0,30.0,0,1,1,1125,11,0,0,moderate,40.76836,-73.92431,1,719
7581,0,0,8,0,92.0,92.0,100,2.0,1,1,0,East Elmhurst,Queens,House,Entire home/apt,7,1.0,1.0,5.0,1,22,99,0.0,80.0,25,4,1,1125,6,1,0,strict_14_with_grace_period,40.76794,-73.87731,1,784
7582,0,1,9,0,94.0,94.0,100,18.0,6,1,1,Astoria,Queens,Condominium,Private room,2,1.0,1.0,1.0,1,36,63,100.0,25.0,0,1,1,1125,9,0,0,moderate,40.768,-73.92486,1,719
7583,0,1,9,0,94.0,94.0,100,18.0,6,1,1,Astoria,Queens,Condominium,Private room,2,1.0,1.0,1.0,1,36,63,100.0,25.0,0,1,1,1125,20,0,0,moderate,40.76685,-73.92447,1,719
7584,1,1,10,0,94.0,94.0,100,18.0,6,1,1,Astoria,Queens,Condominium,Private room,2,1.0,1.0,1.0,1,36,78,100.0,25.0,0,1,1,1125,14,0,0,moderate,40.76861,-73.92288,1,719
7585,0,1,9,0,95.0,95.0,100,3.0,5,1,0,Washington Heights,Manhattan,Apartment,Entire home/apt,5,1.0,2.0,2.0,1,22,275,120.0,45.0,20,4,2,28,9,0,0,flexible,40.83475,-73.9414,1,7984
7586,0,1,9,0,94.0,94.0,100,18.0,6,1,1,Astoria,Queens,Condominium,Private room,2,1.0,1.0,1.0,1,36,78,100.0,25.0,0,1,1,1125,16,0,0,moderate,40.76844,-73.92336,1,719
7587,0,1,9,0,94.0,94.0,100,18.0,6,1,1,Astoria,Queens,Condominium,Private room,2,1.0,1.0,1.0,1,38,99,100.0,30.0,0,1,1,1125,10,0,0,moderate,40.76837,-73.92436,1,719
7588,1,1,10,0,94.0,94.0,100,18.0,6,1,1,Astoria,Queens,Condominium,Private room,2,1.0,1.0,1.0,1,36,63,100.0,25.0,0,1,1,1125,12,0,0,moderate,40.76839,-73.92855,1,719
7589,0,1,9,0,94.0,94.0,100,18.0,6,1,1,Astoria,Queens,Condominium,Private room,2,1.0,1.0,1.0,1,36,78,100.0,25.0,0,1,1,1125,9,0,0,moderate,40.76898,-73.92954,1,719
7590,0,1,9,0,94.0,94.0,100,18.0,6,1,1,Astoria,Queens,Condominium,Private room,2,1.0,1.0,1.0,1,36,78,100.0,25.0,0,1,1,1125,8,0,0,moderate,40.77038,-73.92974,1,719
7591,1,1,10,0,90.0,90.0,100,0.0,2,1,0,East Harlem,Manhattan,Apartment,Private room,2,1.0,1.0,0.0,1,16,80,125.0,40.0,15,1,16,90,1,1,0,strict_14_with_grace_period,40.79184,-73.94546,3,9588
7592,0,1,9,0,89.0,89.0,80,4.0,2,1,0,Upper East Side,Manhattan,Apartment,Entire home/apt,4,1.0,0.0,2.0,1,14,155,0.0,75.0,10,2,2,1125,3,0,0,strict_14_with_grace_period,40.77036,-73.94763,10,1178
7593,1,1,10,0,93.0,93.0,100,1.0,6,1,0,Hell's Kitchen,Manhattan,Condominium,Entire home/apt,6,1.5,2.0,2.0,1,38,375,0.0,100.0,30,2,3,1125,11,1,0,strict_14_with_grace_period,40.76072,-73.99815,4,2527
7594,0,1,9,0,94.0,94.0,100,18.0,6,1,1,Astoria,Queens,Condominium,Private room,2,1.0,1.0,1.0,1,38,99,100.0,30.0,0,1,1,1125,12,0,0,moderate,40.76858,-73.9259,1,719
7595,1,1,10,1,1495.0,1495.0,99,1767.0,6,1,1,Murray Hill,Manhattan,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,32,167,500.0,300.0,0,1,30,1125,1,0,0,strict,40.74442,-73.97212,11,1801
7596,0,1,9,0,200.0,200.0,100,1.0,6,1,0,Hell's Kitchen,Manhattan,Apartment,Entire home/apt,6,1.0,2.0,2.0,1,29,295,0.0,100.0,30,2,3,1123,15,1,0,strict_14_with_grace_period,40.75426,-73.99782,117,1511
7597,1,1,10,0,1807.0,1807.0,100,1.0,7,1,1,Williamsburg,Brooklyn,Apartment,Private room,2,1.5,2.0,0.0,1,12,80,0.0,20.0,0,1,1,7,5,1,0,moderate,40.71193,-73.94658,1,16550
7598,1,1,10,0,2962.0,2962.0,100,2.0,6,1,0,Williamsburg,Brooklyn,Loft,Entire home/apt,2,1.0,1.0,1.0,1,17,102,1000.0,60.0,0,1,14,1125,3,1,0,moderate,40.70798,-73.94121,1,16550
7599,1,1,10,1,424.0,424.0,99,311.0,4,1,0,Financial District,Manhattan,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,33,124,400.0,120.0,5,2,2,1125,2,1,0,strict_14_with_grace_period,40.70827,-74.00473,8,2084
7600,1,1,10,0,227.0,227.0,100,1.0,7,1,0,Bushwick,Brooklyn,Townhouse,Entire home/apt,6,2.5,3.0,0.0,1,19,359,150.0,150.0,15,2,3,28,2,0,0,strict_14_with_grace_period,40.69127,-73.91123,3,22526
7601,0,1,9,0,90.0,90.0,100,4.0,5,1,0,East Harlem,Manhattan,Apartment,Shared room,2,1.5,1.0,4.0,1,16,50,100.0,10.0,40,1,1,1125,9,1,0,strict_14_with_grace_period,40.78768,-73.95048,3,9588
7602,1,1,10,1,424.0,424.0,99,311.0,4,1,0,Financial District,Manhattan,Apartment,Entire home/apt,4,1.0,0.0,2.0,1,33,117,400.0,120.0,5,2,2,1125,1,1,0,strict_14_with_grace_period,40.70669,-74.00471,8,2084
7603,0,1,9,0,90.0,90.0,100,4.0,5,1,0,East Harlem,Manhattan,Apartment,Shared room,2,1.5,1.0,2.0,1,24,55,100.0,12.0,40,1,1,1125,6,1,0,strict_14_with_grace_period,40.7866,-73.95051,3,9588
7604,1,1,10,0,90.0,90.0,100,4.0,5,1,0,East Harlem,Manhattan,Apartment,Shared room,2,1.5,1.0,4.0,1,14,57,100.0,12.0,40,1,1,1125,1,1,0,strict_14_with_grace_period,40.78719,-73.95254,3,9588
7605,0,1,9,0,90.0,90.0,100,4.0,5,1,0,East Harlem,Manhattan,Apartment,Shared room,2,1.5,1.0,4.0,1,23,55,100.0,12.0,40,1,1,1125,7,1,0,strict_14_with_grace_period,40.78721,-73.95229,3,9588
7606,0,0,8,0,535.0,535.0,70,0.0,2,1,0,Greenpoint,Brooklyn,Apartment,Private room,2,1.0,1.0,1.0,1,11,125,0.0,30.0,0,1,1,7,2,0,0,flexible,40.73353,-73.95551,4,3727
7607,1,1,10,0,2651.0,2651.0,67,0.0,6,1,1,Williamsburg,Brooklyn,Apartment,Entire home/apt,4,1.0,2.0,2.0,1,15,200,0.0,85.0,0,1,2,1125,1,1,0,flexible,40.70868,-73.94994,1,16550
7608,1,1,10,1,1326.0,1326.0,99,9.0,6,1,0,Upper East Side,Manhattan,Apartment,Shared room,2,2.0,1.0,1.0,1,24,85,200.0,5.0,85,1,1,1125,21,1,0,strict_14_with_grace_period,40.77933,-73.95032,14,5591
7609,1,1,10,0,91.0,91.0,100,0.0,2,1,0,West Village,Manhattan,Apartment,Entire home/apt,4,1.0,2.0,2.0,1,15,340,300.0,100.0,0,1,3,1125,15,1,0,strict_14_with_grace_period,40.73845,-74.00673,22,4471
7610,0,1,9,0,1823.0,1823.0,100,1.0,9,1,1,Williamsburg,Brooklyn,Apartment,Entire home/apt,3,1.0,1.0,1.0,1,14,112,0.0,30.0,10,1,5,1125,2,0,0,moderate,40.71662,-73.9516,12,8434
7611,0,0,8,0,1947.0,1947.0,97,10.0,10,1,1,Chinatown,Manhattan,Condominium,Private room,4,2.0,1.0,2.0,1,15,160,150.0,35.0,0,1,1,1125,4,1,0,flexible,40.71656,-73.99079,20,11023
7612,0,1,9,1,424.0,424.0,99,311.0,4,1,0,Financial District,Manhattan,Apartment,Entire home/apt,6,2.0,2.0,3.0,1,33,256,400.0,182.0,5,4,2,1125,3,1,0,strict_14_with_grace_period,40.70818,-74.00641,8,2084
7613,1,1,10,1,424.0,424.0,99,311.0,4,1,0,Financial District,Manhattan,Apartment,Entire home/apt,4,1.0,1.0,2.0,1,33,162,400.0,120.0,5,2,2,1125,1,1,0,strict_14_with_grace_period,40.70645,-74.00521,8,2084
7614,1,1,10,1,424.0,424.0,99,311.0,4,1,0,Financial District,Manhattan,Apartment,Entire home/apt,4,1.0,1.0,2.0,1,33,168,400.0,120.0,5,2,2,1125,1,1,0,strict_14_with_grace_period,40.70653,-74.00691,8,2084
7615,0,1,9,1,106.0,106.0,100,1.0,6,1,0,Hell's Kitchen,Manhattan,Apartment,Private room,2,1.0,1.0,1.0,1,20,149,0.0,35.0,45,1,1,1125,17,1,0,strict_14_with_grace_period,40.76364,-73.98871,4,2527
7616,1,1,10,0,90.0,90.0,100,0.0,6,1,0,Prospect-Lefferts Gardens,Brooklyn,Condominium,Entire home/apt,6,1.0,1.0,3.0,1,11,135,0.0,110.0,25,6,4,1125,7,1,0,moderate,40.661,-73.95415,2,3552
7617,1,1,10,1,1326.0,1326.0,99,9.0,6,1,0,Upper East Side,Manhattan,Apartment,Shared room,2,2.0,1.0,1.0,1,23,85,200.0,5.0,85,1,1,1125,17,1,0,strict_14_with_grace_period,40.78145,-73.95202,14,5591
7618,1,1,10,1,1326.0,1326.0,99,9.0,6,1,0,Upper East Side,Manhattan,Apartment,Shared room,2,2.0,1.0,1.0,1,23,85,200.0,5.0,85,1,1,1125,19,1,0,strict_14_with_grace_period,40.77915,-73.952,14,5591
7619,0,1,9,0,1340.0,1340.0,100,0.0,2,1,0,Upper West Side,Manhattan,Apartment,Entire home/apt,4,1.0,2.0,2.0,1,25,250,0.0,75.0,0,1,2,1125,4,0,0,moderate,40.79921,-73.96404,4,10087
7620,0,0,5,0,90.0,90.0,69,1.0,4,1,1,Upper East Side,Manhattan,Apartment,Entire home/apt,4,1.0,0.0,2.0,1,15,147,0.0,75.0,10,2,5,1125,3,0,0,flexible,40.76982,-73.95022,10,1178
7621,1,1,10,0,1762.0,1762.0,99,19.0,7,1,0,Gravesend,Brooklyn,Apartment,Shared room,1,1.0,1.0,0.0,1,31,22,0.0,50.0,0,1,5,365,6,1,0,strict_14_with_grace_period,40.58453,-73.97372,1,632
7622,0,1,9,0,1434.0,1434.0,86,2.0,4,1,0,Upper East Side,Manhattan,Apartment,Entire home/apt,3,1.0,0.0,2.0,1,15,147,0.0,75.0,0,2,2,1125,4,0,0,strict_14_with_grace_period,40.77106,-73.9495,10,1178
7623,0,0,8,0,176.0,176.0,100,0.0,6,1,0,Hell's Kitchen,Manhattan,Apartment,Entire home/apt,5,1.0,2.0,3.0,1,26,300,0.0,49.0,30,4,1,1125,15,0,0,strict_14_with_grace_period,40.76389,-73.99443,49,2613
